"commitid","fileid","istestfile","authorid","authorteamid","added","removed","currCloc","currComplex","currDupLines","currDupBlocks","prevCloc","prevComplex","prevDupLines","prevDupBlocks","delta"
1,1267,0,68,4,2,2,403,57,143,11,403,57,143,11,0
2,1261,0,11,5,1,1,671,88,229,20,671,88,229,20,0
3,627,0,12,4,4,4,503,86,0,0,503,86,0,0,0
4,436,1,66,3,0,127,0,0,0,0,96,7,25,1,-1
4,437,1,66,3,0,75,0,0,0,0,51,5,25,1,-1
4,438,1,66,3,0,62,0,0,0,0,42,4,25,1,-1
4,1769,0,66,3,18,19,292,56,0,0,293,58,0,0,0
4,1848,1,66,3,0,205,0,0,0,0,148,6,0,0,0
4,1859,1,66,3,0,89,0,0,0,0,56,2,0,0,0
4,1860,1,66,3,0,150,0,0,0,0,106,6,0,0,0
4,1863,1,66,3,0,57,0,0,0,0,36,4,0,0,0
4,1868,1,66,3,0,127,0,0,0,0,89,4,0,0,0
5,1596,0,45,2,2,0,285,29,282,8,283,29,282,7,1
6,910,0,55,6,4,0,8931,1133,590,32,8927,1133,590,32,0
7,458,0,62,3,37,2,343,38,0,0,311,34,0,0,0
7,656,0,62,3,1,0,529,70,0,0,528,70,0,0,0
7,693,0,62,3,25,0,968,71,0,0,948,70,0,0,0
7,696,0,62,3,14,0,242,19,38,2,230,19,38,2,0
7,1345,0,62,3,6,2,145,17,0,0,141,17,0,0,0
8,1511,1,66,3,1,1,189,5,54,5,189,5,54,5,0
9,231,0,59,2,0,3,12,1,0,0,14,1,0,0,0
9,241,0,59,2,0,4,11,1,0,0,14,1,0,0,0
9,662,0,59,2,1,1,1086,145,73,3,1086,145,73,3,0
10,1740,0,60,3,33,76,2504,384,86,3,2545,383,86,3,0
10,1792,0,60,3,42,51,90,13,0,0,99,10,0,0,0
11,25,0,59,2,1,4,63,10,0,0,63,10,0,0,0
11,26,0,59,2,10,10,80,9,0,0,80,9,0,0,0
11,27,0,59,2,10,13,71,5,0,0,66,5,0,0,0
11,28,0,59,2,1,9,108,16,15,1,108,16,15,1,0
11,29,0,59,2,1,9,91,14,0,0,91,14,0,0,0
11,30,0,59,2,1,5,108,10,14,1,108,10,14,1,0
11,31,0,59,2,1,13,242,27,0,0,242,27,0,0,0
11,32,0,59,2,1,5,110,10,14,1,110,10,14,1,0
11,33,0,59,2,1,10,77,10,15,1,77,10,15,1,0
11,34,0,59,2,5,8,64,5,0,0,64,5,0,0,0
11,35,0,59,2,12,17,89,7,0,0,89,7,0,0,0
11,36,0,59,2,40,57,213,26,0,0,212,26,0,0,0
12,1258,0,33,3,15,1,192,27,79,5,180,25,79,5,0
12,1377,0,33,3,0,13,519,100,39,2,525,101,39,2,0
13,1615,0,11,5,4,0,284,31,0,0,280,29,0,0,0
14,8,0,35,5,34,2,115,11,0,0,85,7,0,0,0
14,1648,0,35,5,0,1,170,25,55,3,171,25,55,3,0
14,1734,0,35,5,19,1,244,30,117,6,228,26,98,5,1
15,1569,0,66,5,0,5,2060,297,121,6,2065,297,121,6,0
15,1808,0,66,5,1,206,3426,424,1510,36,3602,435,1612,36,0
15,1810,0,66,5,0,74,1027,110,781,22,1092,114,831,22,0
15,1880,1,66,5,0,27,825,52,83,6,845,54,83,6,0
16,910,0,51,7,4,11,9513,1241,622,27,9520,1243,622,27,0
16,1810,0,51,7,3,6,1039,111,728,28,1042,112,785,27,1
17,102,0,66,5,0,70,0,0,0,0,62,4,0,0,0
17,158,0,66,5,0,68,205,28,0,0,269,37,0,0,0
17,339,1,66,5,0,30,0,0,0,0,27,1,0,0,0
17,343,1,66,5,0,98,0,0,0,0,74,5,0,0,0
17,479,0,66,5,1,1,792,124,59,2,792,125,59,2,0
17,1274,0,66,5,0,16,460,61,232,10,474,63,232,10,0
18,477,0,21,1,3,1,438,53,25,1,436,52,25,1,0
18,910,0,21,1,4,4,8546,1120,434,19,8546,1120,434,19,0
18,1366,0,21,1,3,1,708,107,0,0,706,106,0,0,0
18,1376,0,21,1,5,1,354,90,21,1,350,88,21,1,0
19,1345,0,30,9,1,1,153,18,0,0,153,18,0,0,0
20,1097,0,10,1,7,0,4,0,0,0,0,0,0,0,0
20,1104,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1111,0,10,1,9,0,5,0,0,0,0,0,0,0,0
20,1114,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1120,0,10,1,10,0,4,0,0,0,0,0,0,0,0
20,1125,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1136,0,10,1,9,0,5,0,0,0,0,0,0,0,0
20,1137,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1138,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1140,0,10,1,5,0,3,0,0,0,0,0,0,0,0
20,1141,0,10,1,5,0,3,0,0,0,0,0,0,0,0
20,1144,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1159,0,10,1,6,0,4,0,0,0,0,0,0,0,0
20,1190,0,10,1,8,0,5,0,0,0,0,0,0,0,0
21,1569,0,1,4,3,2,1774,232,153,8,1773,232,153,8,0
22,1258,0,2,3,145,0,109,14,55,5,0,0,0,0,5
22,1293,0,2,3,294,0,235,30,21,1,0,0,0,0,1
22,1306,0,2,3,136,0,96,14,64,6,0,0,0,0,6
22,1337,0,2,3,111,0,42,5,0,0,0,0,0,0,0
22,1339,0,2,3,132,0,71,8,0,0,0,0,0,0,0
22,1375,0,2,3,10,3,67,11,0,0,66,11,0,0,0
22,1541,0,2,3,96,0,974,163,81,2,891,152,81,2,0
22,1569,0,2,3,67,26,1724,226,173,9,1692,221,214,11,-2
22,1571,0,2,3,3,0,48,3,0,0,45,3,0,0,0
23,1,0,26,1,1,0,188,31,0,0,187,31,0,0,0
23,145,0,26,1,2,0,459,40,75,2,457,40,75,2,0
23,174,0,26,1,1,0,113,8,0,0,112,8,0,0,0
23,1743,0,26,1,1,0,229,18,19,1,228,18,19,1,0
23,1889,0,26,1,12,12,159,25,44,3,168,28,54,3,0
23,1892,0,26,1,1,0,98,12,0,0,97,12,0,0,0
23,1893,0,26,1,5,4,110,15,0,0,112,16,0,0,0
23,1894,0,26,1,1,0,93,15,0,0,92,15,0,0,0
23,1896,0,26,1,1,0,69,10,0,0,68,10,0,0,0
23,1897,0,26,1,1,0,81,12,0,0,80,12,0,0,0
23,1898,0,26,1,1,0,176,21,0,0,175,21,0,0,0
24,13,0,59,2,5,6,39,5,0,0,39,5,0,0,0
24,14,0,59,2,14,22,173,17,0,0,167,17,0,0,0
24,15,0,59,2,1,18,134,13,0,0,134,13,0,0,0
24,16,0,59,2,3,2,75,9,0,0,74,9,0,0,0
24,17,0,59,2,16,23,229,25,0,0,223,25,0,0,0
24,18,0,59,2,2,8,101,13,25,1,101,13,25,1,0
24,19,0,59,2,3,7,100,17,0,0,100,17,0,0,0
24,20,0,59,2,2,16,146,17,0,0,146,17,0,0,0
24,21,0,59,2,1,6,86,15,0,0,86,15,0,0,0
24,22,0,59,2,39,47,142,13,0,0,134,13,0,0,0
24,23,0,59,2,1,10,130,24,0,0,130,24,0,0,0
24,24,0,59,2,13,15,110,15,0,0,110,15,0,0,0
24,81,0,59,2,5,6,97,18,0,0,97,18,0,0,0
25,1650,0,33,3,3,2,217,22,61,4,216,22,61,4,0
26,1,0,67,5,0,232,0,0,0,0,183,30,0,0,0
26,4,0,67,5,330,0,259,52,88,1,0,0,0,0,1
26,6,0,67,5,65,73,554,78,0,0,560,79,68,2,-2
26,8,0,67,5,4,6,114,11,0,0,116,11,0,0,0
26,9,0,67,5,75,0,48,5,0,0,0,0,0,0,0
26,10,0,67,5,0,83,0,0,0,0,56,6,34,2,-2
26,12,0,67,5,22,14,110,16,0,0,103,15,0,0,0
26,15,0,67,5,2,2,134,13,0,0,134,13,0,0,0
26,44,0,67,5,0,244,0,0,0,0,218,25,0,0,0
26,86,0,67,5,42,0,16,0,0,0,0,0,0,0,0
26,117,0,67,5,24,23,318,34,48,5,315,35,48,5,0
26,118,0,67,5,99,0,79,4,0,0,0,0,0,0,0
26,128,0,67,5,1,1,57,3,0,0,57,3,0,0,0
26,145,0,67,5,42,49,447,40,0,0,454,40,0,0,0
26,151,0,67,5,8,10,91,7,0,0,92,7,0,0,0
26,161,0,67,5,1,1,173,21,39,8,173,21,39,8,0
26,162,0,67,5,1,1,475,47,0,0,475,47,0,0,0
26,163,0,67,5,1,1,65,4,0,0,65,4,0,0,0
26,176,0,67,5,10,4,69,0,0,0,64,0,0,0,0
26,183,0,67,5,22,46,322,34,0,0,345,36,0,0,0
26,198,0,67,5,9,7,32,0,0,0,31,0,0,0,0
26,222,0,67,5,1,63,149,16,0,0,201,23,25,1,-1
26,226,0,67,5,36,0,13,1,0,0,0,0,0,0,0
26,230,0,67,5,32,0,12,1,0,0,0,0,0,0,0
26,237,0,67,5,38,0,12,1,0,0,0,0,0,0,0
26,240,0,67,5,32,0,11,1,0,0,0,0,0,0,0
26,247,1,67,5,0,16,0,0,0,0,13,1,0,0,0
26,253,1,67,5,0,221,0,0,0,0,171,9,0,0,0
26,257,1,67,5,16,0,13,1,0,0,0,0,0,0,0
26,259,1,67,5,0,16,0,0,0,0,13,1,0,0,0
26,289,1,67,5,0,16,0,0,0,0,13,1,0,0,0
26,304,1,67,5,1,1,182,8,33,4,182,8,33,4,0
26,312,1,67,5,0,236,0,0,0,0,188,10,44,4,-4
26,354,1,67,5,0,1,100,9,0,0,101,9,0,0,0
26,359,1,67,5,17,0,13,1,0,0,0,0,0,0,0
26,360,1,67,5,132,0,113,5,0,0,0,0,0,0,0
26,397,1,67,5,17,35,269,13,0,0,284,13,0,0,0
26,402,1,67,5,1,1,107,6,0,0,107,6,0,0,0
26,404,1,67,5,1,1,82,3,0,0,82,3,0,0,0
26,432,1,67,5,15,46,72,5,0,0,102,6,0,0,0
26,610,0,67,5,161,0,107,19,0,0,0,0,0,0,0
26,611,0,67,5,134,0,90,17,0,0,0,0,0,0,0
26,612,0,67,5,43,0,29,0,0,0,0,0,0,0,0
26,613,0,67,5,26,0,12,0,0,0,0,0,0,0,0
26,616,0,67,5,171,0,137,16,0,0,0,0,0,0,0
26,617,0,67,5,92,0,66,8,0,0,0,0,0,0,0
26,618,0,67,5,279,0,234,34,0,0,0,0,0,0,0
26,619,0,67,5,123,0,96,8,0,0,0,0,0,0,0
26,621,0,67,5,10,14,123,10,0,0,127,10,0,0,0
26,622,0,67,5,206,0,154,18,0,0,0,0,0,0,0
26,663,0,67,5,12,0,75,12,0,0,64,10,0,0,0
26,670,0,67,5,1,0,140,18,0,0,139,18,0,0,0
26,727,1,67,5,2,26,13,1,0,0,38,1,0,0,0
26,729,1,67,5,2,29,13,1,0,0,41,1,0,0,0
26,736,1,67,5,165,0,135,8,22,1,0,0,0,0,1
26,737,1,67,5,126,0,106,5,19,1,0,0,0,0,1
26,816,0,67,5,8,0,188,0,0,0,181,0,0,0,0
26,838,0,67,5,358,0,209,30,0,0,0,0,0,0,0
26,861,0,67,5,37,0,117,17,0,0,95,13,0,0,0
26,862,0,67,5,1,3,229,24,0,0,231,24,0,0,0
26,863,0,67,5,47,7,439,76,25,1,414,72,25,1,0
26,881,0,67,5,83,5,1985,251,535,23,1915,243,535,23,0
26,925,1,67,5,5,0,212,10,0,0,207,10,0,0,0
26,926,1,67,5,37,1,270,29,0,0,248,27,0,0,0
26,1601,0,67,5,3,11,88,11,0,0,95,13,0,0,0
26,1606,0,67,5,0,1,9,1,0,0,10,1,0,0,0
26,1609,0,67,5,11,6,107,12,0,0,102,12,0,0,0
26,1626,0,67,5,17,1,276,33,86,10,262,31,86,10,0
26,1627,0,67,5,2,5,311,37,58,6,314,37,58,6,0
26,1629,0,67,5,2,2,244,30,72,15,244,30,72,15,0
26,1636,0,67,5,19,9,132,11,0,0,123,11,0,0,0
26,1658,0,67,5,3,4,97,13,0,0,98,13,0,0,0
26,1660,0,67,5,9,2,121,18,0,0,114,18,0,0,0
26,1685,1,67,5,7,7,139,4,0,0,139,4,0,0,0
26,1734,0,67,5,25,48,224,28,85,4,244,30,117,6,-2
26,1843,1,67,5,0,5,78,5,0,0,82,5,0,0,0
26,1893,0,67,5,9,10,109,15,0,0,109,15,0,0,0
26,1900,0,67,5,9,10,152,17,25,1,152,17,25,1,0
26,1926,0,67,5,0,90,0,0,0,0,68,11,15,1,-1
26,1936,0,67,5,18,84,265,27,18,1,321,34,63,3,-2
26,1945,1,67,5,0,27,0,0,0,0,24,1,0,0,0
26,1963,1,67,5,1,15,98,4,0,0,109,4,0,0,0
27,627,0,56,8,26,2,463,80,0,0,441,78,0,0,0
28,461,0,37,9,128,17,386,35,0,0,280,29,0,0,0
29,1359,0,53,2,4,7,422,64,36,2,425,64,36,2,0
30,1,0,46,4,6,6,187,31,0,0,187,31,0,0,0
30,42,0,46,4,3,3,352,36,0,0,352,36,0,0,0
30,44,0,46,4,5,5,218,25,0,0,218,25,0,0,0
30,46,0,46,4,5,5,90,9,0,0,90,9,0,0,0
30,219,0,46,4,10,10,368,45,140,7,368,45,140,7,0
30,222,0,46,4,10,10,186,23,25,1,186,23,25,1,0
30,223,0,46,4,12,12,188,26,125,7,188,26,125,7,0
30,245,0,46,4,10,10,201,26,48,2,201,26,48,2,0
30,253,1,46,4,6,6,168,9,0,0,168,9,0,0,0
30,288,1,46,4,4,4,337,14,49,3,337,14,49,3,0
30,289,1,46,4,0,33,13,1,0,0,46,1,0,0,0
30,291,1,46,4,0,27,13,1,0,0,40,1,0,0,0
30,312,1,46,4,7,7,161,8,27,3,161,8,27,3,0
30,427,1,46,4,6,6,126,8,0,0,126,8,0,0,0
30,429,1,46,4,4,4,143,4,0,0,143,4,0,0,0
30,432,1,46,4,4,4,102,6,0,0,102,6,0,0,0
30,442,1,46,4,4,5,131,8,0,0,132,8,0,0,0
30,975,0,46,4,6,6,108,14,28,1,108,14,28,1,0
30,989,0,46,4,12,12,309,42,57,14,309,42,57,14,0
30,990,0,46,4,11,11,252,32,86,4,252,32,86,4,0
30,1008,1,46,4,0,26,13,1,0,0,39,1,0,0,0
30,1261,0,46,4,9,9,692,92,197,20,692,92,197,20,0
30,1265,0,46,4,10,10,316,46,248,10,316,46,248,10,0
30,1266,0,46,4,10,10,265,38,221,11,265,38,221,11,0
30,1272,0,46,4,10,10,628,84,336,16,628,84,336,16,0
30,1360,0,46,4,4,4,157,20,0,0,157,20,0,0,0
30,1368,0,46,4,3,3,174,12,0,0,174,12,0,0,0
30,1370,0,46,4,4,4,135,16,0,0,135,16,0,0,0
30,1394,0,46,4,6,6,95,9,0,0,95,9,0,0,0
30,1395,0,46,4,3,3,180,25,0,0,180,25,0,0,0
30,1416,1,46,4,4,4,273,7,0,0,273,7,0,0,0
30,1457,1,46,4,3,3,83,7,0,0,83,7,0,0,0
30,1473,1,46,4,4,5,163,5,18,2,164,5,18,2,0
30,1476,1,46,4,4,4,206,6,78,5,206,6,78,5,0
30,1477,1,46,4,4,4,165,7,52,5,165,7,52,5,0
30,1518,1,46,4,0,28,13,1,0,0,41,1,0,0,0
30,1519,1,46,4,0,37,13,1,0,0,50,1,0,0,0
30,1543,0,46,4,11,11,195,26,112,5,195,26,112,5,0
30,1602,0,46,4,6,6,73,6,28,1,73,6,28,1,0
30,1603,0,46,4,6,6,158,28,0,0,158,28,0,0,0
30,1626,0,46,4,10,10,250,33,65,9,250,33,65,9,0
30,1627,0,46,4,11,11,291,38,58,6,291,38,58,6,0
30,1629,0,46,4,10,10,222,30,71,14,222,30,71,14,0
30,1668,1,46,4,0,23,13,1,0,0,36,1,0,0,0
30,1669,1,46,4,0,33,13,1,0,0,46,1,0,0,0
30,1728,0,46,4,5,5,91,11,0,0,91,11,0,0,0
30,1734,0,46,4,11,11,210,26,98,4,210,26,98,4,0
30,1735,0,46,4,10,10,160,20,28,1,160,20,28,1,0
30,1801,0,46,4,11,11,148,19,88,4,148,19,88,4,0
30,1837,1,46,4,0,20,13,1,0,0,33,1,0,0,0
30,1843,1,46,4,4,4,82,5,0,0,82,5,0,0,0
30,1936,0,46,4,10,10,296,34,69,4,296,34,69,4,0
30,1963,1,46,4,4,4,109,4,0,0,109,4,0,0,0
31,31,0,43,3,5,22,251,27,0,0,261,29,0,0,0
31,91,0,43,3,13,0,25,0,0,0,23,0,0,0,0
31,92,0,43,3,13,0,90,2,0,0,79,1,0,0,0
31,135,0,43,3,21,3,289,34,116,10,273,31,116,10,0
31,140,0,43,3,17,3,100,6,0,0,88,5,0,0,0
31,182,0,43,3,1,1,71,0,0,0,71,0,0,0,0
31,203,0,43,3,1,1,35,0,0,0,35,0,0,0,0
31,310,1,43,3,2,2,282,14,34,3,282,14,34,3,0
31,392,1,43,3,1,1,136,14,0,0,136,14,0,0,0
31,395,1,43,3,8,4,74,5,0,0,71,5,14,1,-1
32,1720,0,66,5,0,97,0,0,0,0,71,9,0,0,0
32,1721,0,66,5,0,122,0,0,0,0,74,6,0,0,0
32,1722,0,66,5,0,176,0,0,0,0,126,18,0,0,0
32,1723,0,66,5,0,72,0,0,0,0,54,5,0,0,0
32,1724,0,66,5,0,92,0,0,0,0,66,5,0,0,0
32,1725,0,66,5,0,53,0,0,0,0,35,5,0,0,0
32,1726,0,66,5,0,296,0,0,0,0,187,41,0,0,0
32,1727,0,66,5,0,65,0,0,0,0,47,5,0,0,0
32,1728,0,66,5,0,102,0,0,0,0,83,8,0,0,0
32,1729,0,66,5,0,103,0,0,0,0,73,7,0,0,0
32,1730,0,66,5,0,43,117,0,0,0,129,0,0,0,0
32,1735,0,66,5,0,200,0,0,0,0,170,20,49,2,-2
32,1736,0,66,5,0,219,0,0,0,0,157,14,0,0,0
32,1737,0,66,5,0,34,0,0,0,0,12,1,0,0,0
32,1738,0,66,5,0,36,0,0,0,0,13,1,0,0,0
32,1739,0,66,5,0,34,0,0,0,0,14,1,0,0,0
32,1740,0,66,5,0,298,2709,442,88,3,2945,472,88,3,0
32,1816,0,66,5,0,1516,0,0,0,0,1267,152,503,21,-21
32,1817,0,66,5,0,41,0,0,0,0,15,0,0,0,0
32,1818,0,66,5,0,28,0,0,0,0,8,0,0,0,0
32,1819,0,66,5,0,111,0,0,0,0,84,11,22,1,-1
32,1820,0,66,5,0,179,0,0,0,0,151,17,0,0,0
32,1821,0,66,5,0,36,0,0,0,0,11,1,0,0,0
32,1822,0,66,5,0,38,0,0,0,0,12,1,0,0,0
32,1823,0,66,5,0,36,0,0,0,0,13,1,0,0,0
32,1825,0,66,5,0,111,0,0,0,0,67,23,0,0,0
32,1826,1,66,5,0,35,0,0,0,0,32,1,0,0,0
32,1827,1,66,5,0,70,0,0,0,0,58,4,0,0,0
32,1828,1,66,5,0,38,0,0,0,0,35,1,0,0,0
32,1829,1,66,5,0,139,0,0,0,0,111,4,0,0,0
32,1830,1,66,5,0,38,0,0,0,0,35,1,0,0,0
32,1831,1,66,5,0,128,0,0,0,0,109,7,0,0,0
32,1832,1,66,5,0,17,0,0,0,0,13,1,0,0,0
32,1833,1,66,5,0,30,0,0,0,0,27,1,0,0,0
32,1834,1,66,5,0,26,0,0,0,0,23,1,0,0,0
32,1835,1,66,5,0,46,0,0,0,0,37,5,0,0,0
32,1836,1,66,5,0,29,0,0,0,0,26,1,0,0,0
32,1837,1,66,5,0,16,0,0,0,0,13,1,0,0,0
32,1838,1,66,5,0,37,0,0,0,0,34,1,0,0,0
32,1839,1,66,5,0,118,0,0,0,0,102,7,0,0,0
32,1841,1,66,5,0,49,0,0,0,0,46,1,0,0,0
32,1842,1,66,5,0,145,0,0,0,0,124,13,80,2,-2
32,1844,1,66,5,0,51,843,35,34,2,887,37,34,2,0
32,1885,1,66,5,0,75,0,0,0,0,48,3,0,0,0
32,1886,1,66,5,0,46,0,0,0,0,43,1,0,0,0
32,1887,1,66,5,0,175,0,0,0,0,144,7,0,0,0
33,693,0,61,7,2,1,888,69,0,0,887,69,0,0,0
34,1259,0,2,3,2,2,574,73,431,25,574,73,431,25,0
34,1261,0,2,3,18,17,641,84,199,20,641,84,199,20,0
34,1263,0,2,3,2,2,554,72,326,25,554,72,326,25,0
34,1274,0,2,3,2,2,505,67,292,14,505,67,292,14,0
34,1347,0,2,3,1,4,290,46,0,0,293,46,0,0,0
34,1348,0,2,3,1,6,285,43,0,0,290,43,0,0,0
34,1505,1,2,3,1,1,131,4,54,2,131,4,54,2,0
35,992,0,59,2,1,2,13,1,0,0,13,1,0,0,0
35,994,0,59,2,1,2,13,1,0,0,13,1,0,0,0
35,999,0,59,2,1,2,12,1,0,0,12,1,0,0,0
35,1001,0,59,2,1,2,12,1,0,0,12,1,0,0,0
35,1226,0,59,2,5,55,588,93,0,0,588,93,0,0,0
36,31,0,34,2,1,0,243,27,0,0,242,27,0,0,0
36,128,0,34,2,1,5,58,3,0,0,61,4,0,0,0
36,163,0,34,2,2,5,66,4,0,0,68,5,0,0,0
36,183,0,34,2,5,1,345,36,0,0,341,35,0,0,0
36,643,0,34,2,2,2,2086,335,151,10,2086,335,151,10,0
36,662,0,34,2,1,1,1082,145,49,2,1082,145,49,2,0
37,213,0,59,2,13,14,163,24,133,6,163,24,133,6,0
37,693,0,59,2,5,7,1145,101,0,0,1146,101,0,0,0
37,1740,0,59,2,1,18,2692,439,88,3,2709,442,88,3,0
37,1795,0,59,2,12,13,1253,147,309,13,1253,147,309,13,0
38,2036,0,7,4,11,36,114,16,0,0,129,19,0,0,0
38,2037,0,7,4,9,31,68,7,24,1,84,10,24,1,0
38,2038,0,7,4,9,30,76,10,22,1,92,13,22,1,0
38,2039,0,7,4,8,30,78,10,23,1,94,13,23,1,0
38,2040,0,7,4,9,31,76,9,22,1,92,12,22,1,0
38,2041,0,7,4,7,30,86,14,0,0,102,17,0,0,0
38,2042,0,7,4,6,30,68,8,0,0,84,11,0,0,0
38,2044,0,7,4,7,29,55,8,0,0,73,11,0,0,0
39,693,0,51,7,25,0,973,71,0,0,953,70,0,0,0
39,1377,0,51,7,0,1,500,92,39,2,501,92,39,2,0
39,1657,0,51,7,22,23,231,26,0,0,232,26,0,0,0
40,606,1,52,6,56,8,306,30,0,0,261,26,0,0,0
40,1099,0,52,6,0,43,0,0,0,0,23,3,0,0,0
40,1119,0,52,6,1,1,173,18,0,0,174,18,0,0,0
40,1204,1,52,6,6,0,150,13,0,0,145,12,0,0,0
40,1205,1,52,6,1,2,52,3,0,0,52,3,0,0,0
41,597,1,55,6,43,0,36,3,0,0,0,0,0,0,0
41,1194,1,55,6,33,3,221,15,76,5,195,13,50,5,0
41,1208,1,55,6,18,0,66,8,0,0,50,6,0,0,0
41,1210,1,55,6,44,0,37,4,0,0,0,0,0,0,0
41,1211,1,55,6,42,0,34,3,0,0,0,0,0,0,0
41,1212,1,55,6,30,0,24,3,0,0,0,0,0,0,0
41,1218,1,55,6,31,0,26,2,0,0,0,0,0,0,0
42,1657,0,35,6,3,3,260,32,0,0,260,32,0,0,0
43,458,0,59,2,6,8,375,44,0,0,377,44,0,0,0
43,480,0,59,2,4,5,94,8,0,0,95,8,0,0,0
44,1260,0,1,4,0,6,645,91,354,33,651,91,354,33,0
44,1264,0,1,4,0,6,502,70,174,9,508,70,174,9,0
45,15,0,28,4,3,69,148,13,25,1,203,18,78,3,-2
45,17,0,28,4,4,26,220,27,21,1,236,30,21,1,0
45,20,0,28,4,21,32,113,14,0,0,120,15,0,0,0
45,24,0,28,4,4,56,111,15,0,0,161,33,0,0,0
45,30,0,28,4,3,27,150,17,21,1,168,20,23,1,0
46,1354,0,53,2,8,1,371,50,92,4,364,49,92,4,0
47,1317,0,59,2,1,2,12,1,0,0,12,1,0,0,0
47,1318,0,59,2,1,2,12,1,0,0,12,1,0,0,0
47,1319,0,59,2,1,2,12,1,0,0,12,1,0,0,0
47,1320,0,59,2,1,5,12,1,0,0,12,1,0,0,0
47,1323,0,59,2,1,2,10,0,0,0,10,0,0,0,0
47,1324,0,59,2,10,11,29,0,0,0,29,0,0,0,0
47,1330,0,59,2,13,15,108,14,46,4,108,14,47,4,0
47,1331,0,59,2,1,3,118,14,48,3,118,14,49,3,0
47,1332,0,59,2,3,11,141,20,0,0,140,20,0,0,0
48,910,0,59,2,14,20,8904,1134,597,32,8910,1136,597,32,0
49,18,0,1,4,10,10,106,13,15,1,106,13,48,2,-1
49,25,0,1,4,0,5,79,14,0,0,83,16,0,0,0
49,32,0,1,4,3,74,112,10,27,2,182,15,23,1,1
49,58,0,1,4,1,1,68,7,0,0,68,7,0,0,0
49,1541,0,1,4,1,2,964,162,48,2,965,162,48,2,0
49,1602,0,1,4,3,5,73,6,28,1,74,6,28,1,0
49,1603,0,1,4,1,2,192,32,0,0,193,33,0,0,0
49,1604,0,1,4,10,34,234,20,36,2,258,22,36,2,0
49,1795,0,1,4,5,11,1137,141,226,11,1142,141,276,13,-2
49,1808,0,1,4,3,7,3607,436,1612,36,3611,440,1612,36,0
50,17,0,2,3,6,1,236,30,21,1,231,28,21,1,0
50,52,0,2,3,146,0,105,12,52,1,0,0,0,0,1
50,65,0,2,3,43,2,153,27,0,0,117,18,0,0,0
50,122,0,2,3,1,0,237,18,28,2,236,18,28,2,0
50,133,0,2,3,9,1,65,4,0,0,57,3,0,0,0
50,146,0,2,3,3,19,600,82,214,12,616,85,267,16,-4
50,218,0,2,3,5,1,242,30,112,5,238,30,112,5,0
50,219,0,2,3,2,1,427,54,244,10,426,54,244,10,0
50,305,1,2,3,5,5,117,7,21,2,117,7,21,2,0
50,1808,0,2,3,3,1,3586,437,1674,37,3584,436,1728,37,0
51,1350,0,57,6,0,12,343,75,40,2,353,81,40,2,0
51,1377,0,57,6,12,0,507,101,39,2,497,95,39,2,0
51,1506,1,57,6,0,42,280,14,91,6,317,17,124,12,-6
51,1541,0,57,6,6,1,985,165,62,1,980,163,81,2,-1
51,1569,0,57,6,29,9,1858,232,200,10,1840,229,200,10,0
52,218,0,24,10,3,2,229,26,97,4,228,25,77,3,1
52,219,0,24,10,3,2,292,37,140,6,291,36,120,5,1
52,222,0,24,10,21,19,189,23,25,1,186,23,25,1,0
52,432,1,24,10,3,3,102,6,0,0,102,6,0,0,0
52,1144,0,24,10,4,7,349,36,0,0,352,36,0,0,0
52,1260,0,24,10,7,10,668,91,324,30,671,91,324,31,-1
52,1264,0,24,10,9,29,468,63,226,12,486,67,250,13,-1
52,1307,0,24,10,0,304,0,0,0,0,258,29,58,4,-4
52,1936,0,24,10,4,7,321,34,63,3,324,34,43,2,1
52,1971,0,24,10,0,199,0,0,0,0,166,20,0,0,0
52,1972,0,24,10,0,554,0,0,0,0,498,50,301,7,-7
52,1973,0,24,10,0,532,0,0,0,0,493,47,294,6,-6
52,1987,0,24,10,234,0,192,23,51,4,0,0,0,0,4
52,1989,0,24,10,0,297,0,0,0,0,244,30,87,3,-3
52,1992,0,24,10,489,0,413,41,56,4,0,0,0,0,4
52,1998,0,24,10,0,340,0,0,0,0,289,33,0,0,0
52,2001,1,24,10,0,26,0,0,0,0,23,1,0,0,0
52,2002,1,24,10,0,18,0,0,0,0,13,1,0,0,0
52,2003,1,24,10,0,17,0,0,0,0,13,1,0,0,0
52,2031,1,24,10,0,50,0,0,0,0,47,1,0,0,0
53,1347,0,1,4,1,8,262,41,0,0,270,43,0,0,0
53,1348,0,1,4,1,9,301,49,37,2,309,51,37,2,0
54,1260,0,45,2,6,6,638,91,324,31,638,91,324,31,0
54,1264,0,45,2,6,6,466,67,250,13,466,67,250,13,0
54,1268,0,45,2,37,22,495,68,166,8,481,65,188,8,0
54,1272,0,45,2,7,7,627,85,375,17,627,85,375,17,0
54,1374,0,45,2,6,1,139,14,0,0,133,12,0,0,0
54,1386,0,45,2,0,181,0,0,0,0,131,9,0,0,0
54,1387,0,45,2,181,0,131,9,0,0,0,0,0,0,0
