"commitid","fileid","istestfile","authorid","authorteamid","added","removed","currCloc","currComplex","currDupLines","currDupBlocks","prevCloc","prevComplex","prevDupLines","prevDupBlocks","delta"
1065,269,1,6,1,46,0,43,1,0,0,0,0,0,0,0
1065,270,1,6,1,34,0,31,1,0,0,0,0,0,0,0
1065,271,1,6,1,46,0,43,1,0,0,0,0,0,0,0
1065,272,1,6,1,47,0,44,1,0,0,0,0,0,0,0
1065,273,1,6,1,29,0,26,1,0,0,0,0,0,0,0
1065,275,1,6,1,32,0,29,1,0,0,0,0,0,0,0
1065,276,1,6,1,44,0,41,1,0,0,0,0,0,0,0
1065,277,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,278,1,6,1,47,0,44,1,0,0,0,0,0,0,0
1065,279,1,6,1,56,0,53,1,0,0,0,0,0,0,0
1065,280,1,6,1,50,0,47,1,0,0,0,0,0,0,0
1065,281,1,6,1,38,0,35,1,0,0,0,0,0,0,0
1065,282,1,6,1,35,0,32,1,0,0,0,0,0,0,0
1065,283,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,284,1,6,1,38,0,35,1,0,0,0,0,0,0,0
1065,285,1,6,1,33,0,30,1,0,0,0,0,0,0,0
1065,286,1,6,1,49,0,46,1,0,0,0,0,0,0,0
1065,287,1,6,1,30,0,27,1,0,0,0,0,0,0,0
1065,289,1,6,1,49,0,46,1,0,0,0,0,0,0,0
1065,290,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,291,1,6,1,45,0,42,1,0,0,0,0,0,0,0
1065,292,1,6,1,37,0,33,1,0,0,0,0,0,0,0
1065,293,1,6,1,50,0,46,1,0,0,0,0,0,0,0
1065,294,1,6,1,44,0,41,1,0,0,0,0,0,0,0
1065,295,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,296,1,6,1,34,0,31,1,0,0,0,0,0,0,0
1065,297,1,6,1,42,0,38,1,0,0,0,0,0,0,0
1065,298,1,6,1,35,0,32,1,0,0,0,0,0,0,0
1065,299,1,6,1,40,0,37,1,0,0,0,0,0,0,0
1065,300,1,6,1,36,0,32,1,0,0,0,0,0,0,0
1065,301,1,6,1,28,0,25,1,0,0,0,0,0,0,0
1065,302,1,6,1,33,0,30,1,0,0,0,0,0,0,0
1065,314,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,316,1,6,1,40,0,37,1,0,0,0,0,0,0,0
1065,317,1,6,1,44,0,40,1,0,0,0,0,0,0,0
1065,319,1,6,1,19,0,16,1,0,0,0,0,0,0,0
1065,320,1,6,1,19,0,16,1,0,0,0,0,0,0,0
1065,323,1,6,1,17,0,14,1,0,0,0,0,0,0,0
1065,324,1,6,1,21,0,18,1,0,0,0,0,0,0,0
1065,325,1,6,1,17,0,14,1,0,0,0,0,0,0,0
1065,332,1,6,1,50,0,42,5,0,0,0,0,0,0,0
1065,335,1,6,1,31,0,27,2,0,0,0,0,0,0,0
1065,337,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,345,1,6,1,23,0,20,1,0,0,0,0,0,0,0
1065,346,1,6,1,27,0,23,2,0,0,0,0,0,0,0
1065,347,1,6,1,23,0,20,1,0,0,0,0,0,0,0
1065,348,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,349,1,6,1,35,0,32,1,0,0,0,0,0,0,0
1065,350,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,351,1,6,1,44,0,37,4,0,0,0,0,0,0,0
1065,352,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,353,1,6,1,19,0,16,1,0,0,0,0,0,0,0
1065,362,1,6,1,40,0,36,1,0,0,0,0,0,0,0
1065,363,1,6,1,44,0,40,1,0,0,0,0,0,0,0
1065,364,1,6,1,37,0,33,1,0,0,0,0,0,0,0
1065,365,1,6,1,44,0,40,1,0,0,0,0,0,0,0
1065,366,1,6,1,58,0,55,1,0,0,0,0,0,0,0
1065,368,1,6,1,28,0,25,1,0,0,0,0,0,0,0
1065,370,1,6,1,41,0,38,1,0,0,0,0,0,0,0
1065,372,1,6,1,33,0,30,1,0,0,0,0,0,0,0
1065,373,1,6,1,44,0,41,1,0,0,0,0,0,0,0
1065,374,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,375,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,376,1,6,1,32,0,29,1,0,0,0,0,0,0,0
1065,377,1,6,1,28,0,25,1,0,0,0,0,0,0,0
1065,378,1,6,1,33,0,30,1,0,0,0,0,0,0,0
1065,379,1,6,1,31,0,28,1,0,0,0,0,0,0,0
1065,380,1,6,1,81,0,78,1,0,0,0,0,0,0,0
1065,381,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,383,1,6,1,38,0,34,1,0,0,0,0,0,0,0
1065,385,1,6,1,38,0,35,1,0,0,0,0,0,0,0
1065,386,1,6,1,34,0,31,1,0,0,0,0,0,0,0
1065,387,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,388,1,6,1,38,0,34,1,0,0,0,0,0,0,0
1065,389,1,6,1,44,0,41,1,0,0,0,0,0,0,0
1065,390,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,401,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,403,1,6,1,54,0,50,1,0,0,0,0,0,0,0
1065,405,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,407,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,410,1,6,1,34,0,31,1,0,0,0,0,0,0,0
1065,412,1,6,1,30,0,26,1,0,0,0,0,0,0,0
1065,413,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,415,1,6,1,37,0,34,1,0,0,0,0,0,0,0
1065,421,1,6,1,51,0,44,5,0,0,0,0,0,0,0
1065,422,1,6,1,24,0,21,1,0,0,0,0,0,0,0
1065,424,1,6,1,48,0,45,1,0,0,0,0,0,0,0
1065,551,1,6,1,47,0,44,1,0,0,0,0,0,0,0
1065,554,1,6,1,35,0,32,1,0,0,0,0,0,0,0
1065,562,1,6,1,80,0,77,1,0,0,0,0,0,0,0
1065,565,1,6,1,31,0,28,1,0,0,0,0,0,0,0
1065,566,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,568,1,6,1,41,0,38,1,0,0,0,0,0,0,0
1065,569,1,6,1,53,0,50,1,0,0,0,0,0,0,0
1065,571,1,6,1,18,0,15,1,0,0,0,0,0,0,0
1065,573,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,574,1,6,1,61,0,57,1,0,0,0,0,0,0,0
1065,575,1,6,1,66,0,62,1,0,0,0,0,0,0,0
1065,576,1,6,1,79,0,75,1,0,0,0,0,0,0,0
1065,577,1,6,1,63,0,59,1,0,0,0,0,0,0,0
1065,579,1,6,1,79,0,76,1,0,0,0,0,0,0,0
1065,581,1,6,1,41,0,38,1,0,0,0,0,0,0,0
1065,582,1,6,1,31,0,27,1,0,0,0,0,0,0,0
1065,594,1,6,1,25,0,21,2,0,0,0,0,0,0,0
1065,727,1,6,1,41,0,38,1,0,0,0,0,0,0,0
1065,729,1,6,1,44,0,41,1,0,0,0,0,0,0,0
1065,753,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,755,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,756,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,757,1,6,1,41,0,38,1,0,0,0,0,0,0,0
1065,758,1,6,1,36,0,33,1,0,0,0,0,0,0,0
1065,759,1,6,1,39,0,36,1,0,0,0,0,0,0,0
1065,760,1,6,1,38,0,35,1,0,0,0,0,0,0,0
1065,761,1,6,1,40,0,37,1,0,0,0,0,0,0,0
1065,762,1,6,1,33,0,30,1,0,0,0,0,0,0,0
1065,763,1,6,1,24,0,21,1,0,0,0,0,0,0,0
1065,768,1,6,1,41,0,35,4,0,0,0,0,0,0,0
1065,769,1,6,1,43,0,37,4,0,0,0,0,0,0,0
1065,772,1,6,1,47,0,41,4,0,0,0,0,0,0,0
1065,775,1,6,1,51,0,44,5,0,0,0,0,0,0,0
1065,777,1,6,1,38,0,32,3,0,0,0,0,0,0,0
1065,778,1,6,1,43,0,37,3,0,0,0,0,0,0,0
1065,779,1,6,1,33,0,29,2,0,0,0,0,0,0,0
1065,780,1,6,1,33,0,29,2,0,0,0,0,0,0,0
1065,783,1,6,1,34,0,28,4,0,0,0,0,0,0,0
1065,784,1,6,1,49,0,41,5,0,0,0,0,0,0,0
1065,785,1,6,1,53,0,46,5,0,0,0,0,0,0,0
1065,786,1,6,1,70,0,63,5,0,0,0,0,0,0,0
1065,787,1,6,1,42,0,36,3,0,0,0,0,0,0,0
1065,788,1,6,1,46,0,40,4,0,0,0,0,0,0,0
1065,789,1,6,1,43,0,37,4,0,0,0,0,0,0,0
1065,790,1,6,1,44,0,37,4,0,0,0,0,0,0,0
1065,792,1,6,1,47,0,40,4,0,0,0,0,0,0,0
1065,793,1,6,1,39,0,33,3,0,0,0,0,0,0,0
1065,794,1,6,1,31,0,26,2,0,0,0,0,0,0,0
1065,796,1,6,1,33,0,27,3,0,0,0,0,0,0,0
1065,797,1,6,1,55,0,47,5,0,0,0,0,0,0,0
1065,799,1,6,1,51,0,44,5,0,0,0,0,0,0,0
1065,801,1,6,1,48,0,41,4,0,0,0,0,0,0,0
1065,802,1,6,1,35,0,30,3,0,0,0,0,0,0,0
1065,803,1,6,1,98,0,94,1,0,0,0,0,0,0,0
1065,804,1,6,1,96,0,92,1,0,0,0,0,0,0,0
1065,805,1,6,1,63,0,59,1,0,0,0,0,0,0,0
1065,841,1,6,1,21,0,18,1,0,0,0,0,0,0,0
1065,842,1,6,1,15,0,12,1,0,0,0,0,0,0,0
1065,843,1,6,1,21,0,17,1,0,0,0,0,0,0,0
1065,844,1,6,1,22,0,18,1,0,0,0,0,0,0,0
1065,845,1,6,1,16,0,13,1,0,0,0,0,0,0,0
1065,846,1,6,1,17,0,13,1,0,0,0,0,0,0,0
1065,847,1,6,1,15,0,12,1,0,0,0,0,0,0,0
1065,848,1,6,1,31,0,26,3,0,0,0,0,0,0,0
1065,849,1,6,1,16,0,12,1,0,0,0,0,0,0,0
1065,850,1,6,1,16,0,12,1,0,0,0,0,0,0,0
1065,851,1,6,1,19,0,16,1,0,0,0,0,0,0,0
1065,852,1,6,1,19,0,16,1,0,0,0,0,0,0,0
1065,853,1,6,1,15,0,12,1,0,0,0,0,0,0,0
1065,855,1,6,1,15,0,12,1,0,0,0,0,0,0,0
1065,856,1,6,1,15,0,12,1,0,0,0,0,0,0,0
1065,857,1,6,1,36,0,30,4,0,0,0,0,0,0,0
1065,860,1,6,1,28,0,23,3,0,0,0,0,0,0,0
1065,919,1,6,1,46,0,42,1,0,0,0,0,0,0,0
1065,920,1,6,1,31,0,28,1,0,0,0,0,0,0,0
1065,921,1,6,1,28,0,25,1,0,0,0,0,0,0,0
1065,922,1,6,1,31,0,27,1,0,0,0,0,0,0,0
1065,923,1,6,1,28,0,24,1,0,0,0,0,0,0,0
1065,933,1,6,1,28,0,24,1,0,0,0,0,0,0,0
1065,934,1,6,1,28,0,24,1,0,0,0,0,0,0,0
1065,935,1,6,1,30,0,26,1,0,0,0,0,0,0,0
1065,936,1,6,1,30,0,27,1,0,0,0,0,0,0,0
1065,937,1,6,1,83,0,80,1,0,0,0,0,0,0,0
1065,942,1,6,1,40,0,37,1,0,0,0,0,0,0,0
1065,943,1,6,1,29,0,26,1,0,0,0,0,0,0,0
1065,944,1,6,1,23,0,20,1,0,0,0,0,0,0,0
1065,945,1,6,1,23,0,19,1,0,0,0,0,0,0,0
1065,946,1,6,1,32,0,27,2,0,0,0,0,0,0,0
1065,947,1,6,1,57,0,54,1,0,0,0,0,0,0,0
1065,948,1,6,1,53,0,50,1,0,0,0,0,0,0,0
1065,950,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,951,1,6,1,28,0,25,1,0,0,0,0,0,0,0
1065,952,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,953,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,954,1,6,1,40,0,37,1,0,0,0,0,0,0,0
1065,955,1,6,1,23,0,20,1,0,0,0,0,0,0,0
1065,956,1,6,1,23,0,20,1,0,0,0,0,0,0,0
1065,957,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,958,1,6,1,27,0,24,1,0,0,0,0,0,0,0
1065,959,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,960,1,6,1,21,0,17,1,0,0,0,0,0,0,0
1065,961,1,6,1,20,0,16,1,0,0,0,0,0,0,0
1065,1002,1,6,1,54,0,51,1,0,0,0,0,0,0,0
1065,1003,1,6,1,32,0,29,1,0,0,0,0,0,0,0
1065,1004,1,6,1,46,0,43,1,0,0,0,0,0,0,0
1065,1005,1,6,1,46,0,43,1,0,0,0,0,0,0,0
1065,1006,1,6,1,58,0,55,1,0,0,0,0,0,0,0
1065,1007,1,6,1,67,0,64,1,0,0,0,0,0,0,0
1065,1008,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,1009,1,6,1,56,0,53,1,0,0,0,0,0,0,0
1065,1011,1,6,1,34,0,31,1,0,0,0,0,0,0,0
1065,1012,1,6,1,51,0,48,1,0,0,0,0,0,0,0
1065,1013,1,6,1,42,0,39,1,0,0,0,0,0,0,0
1065,1014,1,6,1,16,0,13,1,0,0,0,0,0,0,0
1065,1016,1,6,1,32,0,27,3,0,0,0,0,0,0,0
1065,1020,1,6,1,29,0,26,1,0,0,0,0,0,0,0
1065,1227,1,6,1,73,0,64,6,0,0,0,0,0,0,0
1066,1042,0,58,6,3,5,234,31,91,4,235,31,91,4,0
1066,1054,0,58,6,17,9,389,56,0,0,380,53,0,0,0
1067,822,0,2,3,33,0,471,42,0,0,459,41,0,0,0
1067,882,0,2,3,7,3,1833,312,40,4,1830,312,40,4,0
1067,884,0,2,3,10,1,1105,74,0,0,1096,74,0,0,0
1068,2049,1,7,4,28,2,39,1,0,0,13,1,0,0,0
1068,2050,1,7,4,20,2,31,1,0,0,13,1,0,0,0
1068,2051,1,7,4,20,2,31,1,0,0,13,1,0,0,0
1068,2052,1,7,4,20,2,31,1,0,0,13,1,0,0,0
1068,2053,1,7,4,20,2,31,1,0,0,13,1,0,0,0
1068,2054,1,7,4,19,2,30,1,0,0,13,1,0,0,0
1068,2055,1,7,4,18,2,29,1,0,0,13,1,0,0,0
1068,2056,1,7,4,24,2,35,1,0,0,13,1,0,0,0
1068,2057,1,7,4,15,2,26,1,0,0,13,1,0,0,0
1069,1740,0,62,5,2,1,2505,384,86,3,2504,384,86,3,0
1069,1770,0,62,5,1,2,195,47,0,0,196,47,0,0,0
1070,1338,0,30,8,127,0,76,8,0,0,0,0,0,0,0
1070,1340,0,30,8,78,0,50,9,0,0,0,0,0,0,0
1070,1442,1,30,8,62,0,41,2,0,0,0,0,0,0,0
1071,42,0,25,2,12,12,352,36,0,0,352,36,0,0,0
1071,288,1,25,2,5,5,337,14,49,3,337,14,49,3,0
1072,522,0,12,4,95,4,267,21,0,0,206,13,0,0,0
1072,526,0,12,4,1,1,35,0,0,0,35,0,0,0,0
1072,527,0,12,4,1,1,17,0,0,0,17,0,0,0,0
1072,602,1,12,4,1,2,281,23,15,3,282,23,15,3,0
1072,623,0,12,4,9,0,54,6,0,0,47,5,0,0,0
1072,627,0,12,4,331,7,331,63,0,0,39,5,27,1,-1
1072,634,0,12,4,7,2,34,10,0,0,30,11,0,0,0
1072,635,0,12,4,114,0,51,3,0,0,0,0,0,0,0
1072,636,0,12,4,60,0,267,33,0,0,215,29,0,0,0
1072,637,0,12,4,104,0,75,9,0,0,0,0,0,0,0
1072,638,0,12,4,27,6,266,43,0,0,249,41,0,0,0
1072,641,0,12,4,62,0,403,64,0,0,359,59,0,0,0
1072,740,1,12,4,4,2,130,9,48,6,128,9,48,6,0
1072,744,1,12,4,0,2,104,6,12,1,106,6,12,1,0
1072,750,1,12,4,0,1,444,37,114,8,445,37,114,8,0
1073,1033,0,68,4,19,2,81,9,0,0,66,6,0,0,0
1073,1035,0,68,4,2,1,220,30,79,6,219,30,79,6,0
1073,1091,0,68,4,19,5,116,21,0,0,104,18,0,0,0
1073,1092,0,68,4,18,4,112,17,0,0,100,14,0,0,0
1073,1125,0,68,4,18,11,850,93,207,12,843,92,207,12,0
1073,1144,0,68,4,54,16,312,36,0,0,277,33,0,0,0
1073,1193,1,68,4,34,19,220,14,34,3,207,14,34,3,0
1073,1194,1,68,4,10,4,240,16,96,8,234,16,98,8,0
1073,1217,1,68,4,9,5,157,9,0,0,153,9,0,0,0
1073,1374,0,68,4,2,1,132,12,0,0,131,11,0,0,0
1074,1615,0,52,6,51,23,329,36,0,0,291,30,0,0,0
1075,975,0,13,2,6,4,109,15,28,1,108,14,28,1,0
1075,1602,0,13,2,5,0,93,10,28,1,91,9,28,1,0
1075,1740,0,13,2,1,1,3128,493,106,3,3128,493,106,3,0
1076,694,0,33,3,22,1,145,16,17,1,128,15,17,1,0
1077,53,0,10,1,1,0,65,7,0,0,64,7,0,0,0
1077,93,0,10,1,19,0,7,0,0,0,0,0,0,0,0
1077,117,0,10,1,17,0,300,34,48,5,284,33,48,5,0
1077,126,0,10,1,27,16,343,37,0,0,333,35,0,0,0
1077,143,0,10,1,74,0,55,3,0,0,0,0,0,0,0
1077,144,0,10,1,76,0,57,3,0,0,0,0,0,0,0
1077,155,0,10,1,8,0,132,9,0,0,124,8,0,0,0
1077,176,0,10,1,7,3,57,0,0,0,54,0,0,0,0
1077,198,0,10,1,3,0,29,0,0,0,27,0,0,0,0
1077,518,0,10,1,68,0,34,1,60,3,0,0,0,0,3
1077,643,0,10,1,1,1,2053,329,157,10,2053,329,157,10,0
1077,662,0,10,1,36,0,1086,145,73,3,1053,139,73,3,0
1077,721,0,10,1,138,66,1075,180,79,6,1010,167,152,9,-3
1077,723,0,10,1,104,0,1173,177,116,6,1076,158,116,6,0
1077,724,0,10,1,41,0,423,60,20,2,386,53,20,2,0
1077,823,0,10,1,27,1,426,0,0,0,405,0,0,0,0
1077,833,0,10,1,4,1,43,1,0,0,42,1,0,0,0
1077,883,0,10,1,1,0,79,19,52,1,78,19,52,1,0
1077,891,0,10,1,7,2,95,1,0,0,90,1,0,0,0
1077,892,0,10,1,22,0,1067,103,0,0,1048,101,0,0,0
1077,910,0,10,1,457,2,8924,1165,517,22,8503,1121,496,21,1
1077,1089,0,10,1,222,0,178,18,23,1,0,0,0,0,1
1077,1090,0,10,1,210,0,174,34,20,1,0,0,0,0,1
1077,1091,0,10,1,122,0,102,15,0,0,0,0,0,0,0
1077,1092,0,10,1,122,0,95,14,0,0,0,0,0,0,0
1077,1093,0,10,1,124,0,98,14,0,0,0,0,0,0,0
1077,1095,0,10,1,129,0,99,10,0,0,0,0,0,0,0
1077,1096,0,10,1,117,0,87,9,0,0,0,0,0,0,0
1077,1097,0,10,1,130,3,104,9,11,1,4,0,0,0,1
1077,1099,0,10,1,56,0,31,3,0,0,0,0,0,0,0
1077,1101,0,10,1,89,0,71,11,25,1,0,0,0,0,1
1077,1104,0,10,1,31,1,13,0,0,0,4,0,0,0,0
1077,1105,0,10,1,79,0,34,1,58,2,0,0,0,0,2
1077,1109,0,10,1,70,0,50,8,0,0,0,0,0,0,0
1077,1110,0,10,1,66,0,48,5,0,0,0,0,0,0,0
1077,1111,0,10,1,180,2,142,25,42,2,5,0,0,0,2
1077,1112,0,10,1,64,0,43,8,0,0,0,0,0,0,0
1077,1114,0,10,1,246,1,210,27,78,3,4,0,0,0,3
1077,1120,0,10,1,61,2,34,4,40,1,4,0,0,0,1
1077,1125,0,10,1,599,2,481,52,229,10,4,0,0,0,10
1077,1126,0,10,1,67,0,31,3,0,0,0,0,0,0,0
1077,1127,0,10,1,75,0,41,5,49,1,0,0,0,0,1
1077,1136,0,10,1,107,2,90,11,58,7,5,0,0,0,7
1077,1137,0,10,1,82,2,67,4,0,0,4,0,0,0,0
1077,1138,0,10,1,34,2,23,0,0,0,4,0,0,0,0
1077,1139,0,10,1,43,0,12,0,0,0,0,0,0,0,0
1077,1140,0,10,1,0,5,0,0,0,0,3,0,0,0,0
1077,1141,0,10,1,20,1,11,0,0,0,3,0,0,0,0
1077,1144,0,10,1,299,2,251,27,61,3,4,0,0,0,3
1077,1146,0,10,1,82,0,57,3,16,2,0,0,0,0,2
1077,1147,0,10,1,42,0,26,0,0,0,0,0,0,0,0
1077,1148,0,10,1,103,0,81,9,40,2,0,0,0,0,2
1077,1149,0,10,1,81,0,56,3,16,2,0,0,0,0,2
1077,1150,0,10,1,26,0,12,0,0,0,0,0,0,0,0
1077,1151,0,10,1,35,0,20,0,0,0,0,0,0,0,0
1077,1152,0,10,1,89,0,68,8,40,2,0,0,0,0,2
1077,1153,0,10,1,82,0,57,3,25,3,0,0,0,0,3
1077,1154,0,10,1,22,0,9,0,0,0,0,0,0,0,0
1077,1155,0,10,1,27,0,12,1,0,0,0,0,0,0,0
1077,1156,0,10,1,27,0,12,1,0,0,0,0,0,0,0
1077,1159,0,10,1,26,1,12,1,0,0,4,0,0,0,0
1077,1161,0,10,1,31,0,8,0,0,0,0,0,0,0,0
1077,1162,0,10,1,39,0,24,5,0,0,0,0,0,0,0
1077,1163,0,10,1,41,0,25,5,0,0,0,0,0,0,0
1077,1164,0,10,1,42,0,26,5,20,1,0,0,0,0,1
1077,1184,0,10,1,30,0,11,1,0,0,0,0,0,0,0
1077,1185,0,10,1,30,0,11,1,0,0,0,0,0,0,0
1077,1188,0,10,1,32,0,11,1,0,0,0,0,0,0,0
1077,1190,0,10,1,0,8,0,0,0,0,5,0,0,0,0
1077,1545,0,10,1,4,0,81,5,0,0,77,5,0,0,0
1078,2,0,67,5,2,0,68,8,0,0,66,8,0,0,0
1078,3,0,67,5,4,1,100,7,0,0,97,7,0,0,0
1078,5,0,67,5,4,2,261,52,0,0,259,52,0,0,0
1078,6,0,67,5,2,0,551,77,0,0,549,77,0,0,0
1078,8,0,67,5,3,1,116,11,0,0,114,11,0,0,0
1078,9,0,67,5,2,0,53,5,0,0,51,5,0,0,0
1078,12,0,67,5,2,0,109,16,0,0,107,16,0,0,0
1079,1383,0,33,3,1,1,315,33,27,1,315,33,27,1,0
1079,1384,0,33,3,1,1,305,33,0,0,305,33,0,0,0
1079,1995,0,33,3,0,23,347,42,104,5,369,44,104,5,0
1080,1343,0,45,2,21,2,361,55,0,0,342,53,0,0,0
1080,1445,1,45,2,89,8,371,17,0,0,298,13,0,0,0
1081,1626,0,59,2,3,16,273,33,65,9,275,33,65,9,0
1081,1627,0,59,2,2,17,314,37,58,6,315,37,58,6,0
1081,1628,0,59,2,4,11,160,18,0,0,161,18,0,0,0
1081,1629,0,59,2,2,15,244,30,72,15,245,30,73,15,0
1081,1630,0,59,2,2,3,9,0,0,0,9,0,0,0,0
1081,1631,0,59,2,43,38,96,10,0,0,91,10,0,0,0
1081,1632,0,59,2,6,11,82,14,0,0,82,14,0,0,0
1081,1633,0,59,2,11,23,165,17,0,0,164,17,0,0,0
1081,1634,0,59,2,0,1,7,0,0,0,7,0,0,0,0
1081,1635,0,59,2,52,40,304,29,0,0,274,29,0,0,0
1081,1636,0,59,2,8,6,121,11,0,0,115,11,0,0,0
1082,982,0,65,5,4,4,164,22,0,0,164,22,0,0,0
1082,984,0,65,5,4,4,121,11,0,0,121,11,28,1,-1
1082,1542,0,65,5,2,2,134,16,75,4,134,16,75,4,0
1082,1544,0,65,5,2,2,138,15,62,2,138,15,62,2,0
1082,1802,0,65,5,4,24,125,16,40,2,143,16,49,3,-1
1083,458,0,45,2,2,3,350,38,0,0,350,38,0,0,0
1083,514,0,45,2,34,0,13,1,0,0,0,0,0,0,0
1083,521,0,45,2,416,5,611,89,48,1,263,39,0,0,1
1083,525,0,45,2,20,0,20,0,0,0,15,0,0,0,0
1083,549,0,45,2,33,0,12,1,0,0,0,0,0,0,0
1083,601,1,45,2,241,1,539,15,105,7,323,10,0,0,7
1083,643,0,45,2,4,2,2055,329,157,10,2053,329,157,10,0
1083,715,0,45,2,6,0,28,4,0,0,23,3,0,0,0
1083,752,1,45,2,8,6,941,65,85,13,939,65,85,13,0
1083,892,0,45,2,7,5,1070,103,0,0,1068,103,0,0,0
1083,910,0,45,2,1,1,8924,1165,517,22,8924,1165,517,22,0
1083,1261,0,45,2,1,1,692,92,197,20,692,92,197,20,0
1083,1280,0,45,2,34,0,13,1,0,0,0,0,0,0,0
1083,1308,0,45,2,7,4,92,8,0,0,89,7,0,0,0
1083,1318,0,45,2,34,0,13,1,0,0,0,0,0,0,0
1083,1324,0,45,2,2,2,29,0,0,0,29,0,0,0,0
1083,1325,0,45,2,2,2,13,0,0,0,13,0,0,0,0
1083,1331,0,45,2,2,4,119,14,49,2,121,14,49,2,0
1083,1343,0,45,2,140,281,318,47,0,0,427,55,62,1,-1
1083,1344,0,45,2,10,1,29,1,0,0,21,1,0,0,0
1083,1380,0,45,2,26,49,147,24,0,0,162,29,0,0,0
1083,1435,1,45,2,3,1,80,5,0,0,78,5,0,0,0
1083,1445,1,45,2,40,75,291,12,0,0,316,13,0,0,0
1083,1489,1,45,2,14,6,187,10,0,0,181,10,0,0,0
1084,1588,1,34,2,57,0,34,2,0,0,0,0,0,0,0
1084,2027,1,34,2,217,0,158,12,0,0,0,0,0,0,0
1085,446,0,12,4,0,17,250,49,0,0,265,54,0,0,0
1085,607,1,12,4,0,2,341,22,37,1,343,22,37,1,0
1086,1383,0,59,2,0,6,327,35,30,1,333,35,30,1,0
1086,2087,0,59,2,10,11,268,35,24,1,269,35,24,1,0
1087,1342,0,45,2,27,7,395,66,0,0,381,62,0,0,0
1088,1068,0,58,6,3,3,312,32,0,0,316,32,0,0,0
1089,464,0,11,5,104,0,82,9,0,0,0,0,0,0,0
1089,714,0,11,5,17,0,248,27,0,0,234,26,0,0,0
1089,717,0,11,5,5,5,23,3,0,0,23,3,0,0,0
1089,879,0,11,5,26,0,406,52,0,0,398,51,0,0,0
1089,882,0,11,5,18,0,1847,315,40,4,1830,312,40,4,0
1089,1259,0,11,5,44,3,624,79,388,24,591,75,425,25,-1
1089,1261,0,11,5,46,4,671,88,229,20,637,84,200,20,0
1089,1279,0,11,5,33,0,13,1,0,0,0,0,0,0,0
1089,1317,0,11,5,33,0,12,1,0,0,0,0,0,0,0
1089,1348,0,11,5,54,30,309,51,37,2,287,48,37,2,0
1089,1349,0,11,5,858,0,719,113,44,2,0,0,0,0,2
1090,1598,0,31,5,25,2,168,32,48,3,147,28,44,3,0
1090,1601,0,31,5,25,4,96,13,0,0,74,10,0,0,0
1090,1602,0,31,5,13,0,89,9,28,1,77,6,28,1,0
1090,1603,0,31,5,23,3,176,31,0,0,158,28,0,0,0
1090,1604,0,31,5,24,35,235,21,36,2,232,20,36,2,0
1090,1605,0,31,5,46,1,81,14,0,0,40,7,0,0,0
1090,1606,0,31,5,3,2,10,1,0,0,9,1,0,0,0
1090,1607,0,31,5,3,2,10,1,0,0,9,1,0,0,0
1090,1608,0,31,5,3,2,20,2,0,0,19,2,0,0,0
1090,1609,0,31,5,20,4,103,12,0,0,88,9,0,0,0
1090,1627,0,31,5,7,7,291,38,58,6,291,38,58,6,0
1090,1629,0,31,5,2,2,222,30,71,14,222,30,71,14,0
1091,521,0,25,2,5,1,644,98,48,1,640,96,48,1,0
1091,601,1,25,2,6,2,549,15,66,2,545,15,66,2,0
1092,885,0,59,2,7,11,31,3,0,0,34,3,0,0,0
1092,886,0,59,2,22,25,70,6,0,0,68,6,0,0,0
1092,887,0,59,2,26,36,174,30,34,3,173,30,37,3,0
1092,888,0,59,2,1,3,60,6,20,1,60,6,20,1,0
1092,889,0,59,2,8,8,34,3,0,0,34,3,0,0,0
1092,894,0,59,2,2,6,26,2,0,0,27,2,0,0,0
